Reporting period,Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Lapangan Vatulemo,Protection,Child Protection,Completed,"PFA & PSS, CFS activities",Oct-11-2018,Oct-11-2018,,,,Children,22,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Lapangan Vatulemo,Protection,Child Protection,Completed,"PFA & PSS, CFS activities",Oct-13-2018,Oct-13-2018,,,,Children,22,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,Protection,Child Protection,Completed,PFA activities,Oct-04-2018,Oct-04-2018,,,,Children,15,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,Protection,Child Protection,Completed,Training CPIE,Oct-10-2018,Oct-10-2018,,,,Individuals,27,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Lapangan Vatulemo,Protection,Child Protection,Ongoing,PFA activities (set up CFS),Oct-06-2018,,,,,Children,53,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Mantikulore,Tanamodindi,Posko Dinas sosial,Protection,Child Protection,Ongoing,PFA & PSS activities (set up CFS),Oct-06-2018,,,,,Children,29,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Biromaru,Pombewe,Posko Pombewe Pos 3,Protection,Child Protection,Completed,"PFA & PSS, CFS activities",Oct-22-2018,Oct-22-2018,,,,Children,126,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Biromaru,Jonooge,Pombewe Pos 3,Protection,Child Protection,Ongoing,"PFA & PSS, CFS activities (Set up CFS)",Oct-17-2018,,,,,Children,84,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Biromaru,Loru,Loru Posko 5,Protection,Child Protection,Ongoing,"PFA & PSS, CFS activities (Set up CFS)",Oct-12-2018,,,,,Children,22,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Banawa,Boya,Boya,Protection,Child Protection,Ongoing,PFA & PSS activities (set up CFS),Oct-08-2018,,,,,Children,62,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang,Labonga,Labonga balaesang,Protection,Child Protection,Ongoing,PFA activities (set up CFS),Oct-24-2018,,,,,Children,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Balaesang,Lombonga,Kamp Lomboga,Protection,Child Protection,Ongoing,PFA & PSS activities (set up CFS),Oct-08-2018,,,,,Children,50,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Donggala,Sirenja,TOMPE,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-01-2018,,134,268,134,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Sigi,Sigi Biromaru,POMBEWE,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-01-2018,,19,38,,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,RAMBA,"1,2",NFI/Shelter,Darurat | Emergency,Unknown,,Oct-01-2018,,147,294,157,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,RAMBA,,NFI/Shelter,Darurat | Emergency,Unknown,,Nov-01-2018,,10,20,10,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,RAMBA,,NFI/Shelter,Darurat | Emergency,Unknown,,Nov-01-2018,,,,157,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,SAMBO,,NFI/Shelter,Darurat | Emergency,Unknown,,Nov-01-2018,,,,316,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,BANGGA,,NFI/Shelter,Darurat | Emergency,Unknown,,Nov-01-2018,,,,135,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,WISOLO,,NFI/Shelter,Darurat | Emergency,Unknown,,Nov-01-2018,,,,159,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Sigi,Dolo Selatan,BALONGGA,,NFI/Shelter,Darurat | Emergency,Unknown,,Nov-01-2018,,,,228,,,
01 Nov - 06 Nov 2018,YBT,YBT,National NGOs,Donggala,Banawa,LOLI TASIBURI,,NFI/Shelter,Darurat | Emergency,Unknown,,Nov-01-2018,,,,41,,,
01 Nov - 06 Nov 2018,YI,CWS,National NGOs,Donggala,Sirenja,OMBO,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-18-2018,Oct-18-2018,,35,35,,,
01 Nov - 06 Nov 2018,YI,CWS,National NGOs,Donggala,Sirenja,LENDE TOVEA,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-19-2018,Oct-19-2018,,131,131,,,
01 Nov - 06 Nov 2018,YI,CWS,National NGOs,Donggala,Sindue Tombusabora,TIBO,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-18-2018,Oct-18-2018,,43,43,,,
01 Nov - 06 Nov 2018,YI,CWS,National NGOs,Donggala,Balaesang Tanjung,WALANDANO,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-17-2018,Oct-17-2018,,225,225,,,
01 Nov - 06 Nov 2018,YI,CWS,National NGOs,Donggala,Balaesang Tanjung,RANO B,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-18-2018,Oct-19-2018,,70,70,,,
01 Nov - 06 Nov 2018,YI,CWS,National NGOs,Donggala,Balaesang Tanjung,POMOLULU,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-18-2018,Oct-19-2018,,142,142,,,
01 Nov - 06 Nov 2018,YI,CWS,National NGOs,Donggala,Balaesang Tanjung,PALAU,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-18-2018,Oct-19-2018,,91,91,,,
01 Nov - 06 Nov 2018,YI,CWS,National NGOs,Donggala,Balaesang Tanjung,MANIMBAYA,,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-18-2018,Oct-19-2018,,28,28,,,
01 Nov - 06 Nov 2018,YKMI,MAI,National NGOs,Palu,Ulujadi,TIPO,LAPANGAN LEKATU,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-10-2018,Oct-10-2018,,149,149,,,
01 Nov - 06 Nov 2018,YKMI,MAI,National NGOs,Sigi,Tawaeli,MPANAU,MPANAU,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-25-2018,Oct-29-2018,,158,158,,,
01 Nov - 06 Nov 2018,YKMI,MAI,National NGOs,Donggala,Tanantovea,WANI I,WANI I,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-24-2018,Oct-28-2018,,113,113,,,
01 Nov - 06 Nov 2018,YKMI,MAI,National NGOs,Sigi,Biromaru,SIGI BIROMARU,SIGI BIROMARU,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-24-2018,Nov-01-2018,,100,100,,,
01 Nov - 06 Nov 2018,YKMI,MAI,National NGOs,Donggala,Banawa Tengah,KOLA-KOLA,KOLA-KOLA,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-31-2018,,3,31,34,,,
01 Nov - 06 Nov 2018,YKMI,MAI,National NGOs,Donggala,Banawa Tengah,TOWALE,LAPANGAN TOWALE,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-31-2018,,10,71,81,,,
01 Nov - 06 Nov 2018,YKMI,MAI,National NGOs,Donggala,Banawa,GUNUNG BALE,GUNUNG BALE,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-19-2018,,,219,219,,,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Protection,GBV,Completed,"assessment, coordination and Establish WFS",Oct-11-2018,Oct-15-2018,,,,Woman at reproductive age,25% out of total IDPs population,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Timur,Besusu Timur,WFS Vatulemo,Protection,GBV,Completed,"assessment, coordination and Establish WFS",Oct-11-2018,Oct-15-2018,,,,Woman at reproductive age,,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Timur,Petobo,WFS Petobo,Protection,GBV,Completed,Psychosocial support,Oct-22-2018,Oct-28-2018,,,,149 women and adolescent girls,,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Timur,Petobo,WFS Petobo,Protection,GBV,Unknown,Psychosocial support for teenage girls,,,,,,6 girls,,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Timur,Petobo,WFS Petobo,Protection,GBV,Completed,Psychosocial support,Oct-22-2018,Oct-28-2018,,,,"79 adolescent girls, 127 women",,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Selatan,Petobo,WFS Petobo,Protection,GBV,Completed,"assessment, coordination and Establish WFS",Oct-11-2018,Oct-15-2018,,,,Woman at reproductive age,25% out of total IDPs population,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Selatan,Petobo,WFS Petobo,Protection,GBV,Completed,tent to tent outreach: Socialization about WFS service tent,Oct-17-2018,Oct-18-2018,,,,"13 female teenagers, 10 male teenagers, Female adult 7, male adult 7, 22 girls, 20 boys",,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,GBV,Completed,"assessment, coordination and Establish WFS",Oct-11-2018,Oct-15-2018,,,,Woman at reproductive age,25% out of total IDPs population,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,GBV,Completed,tent to tent outreach: Socialization about WFS service tent,Oct-17-2018,Oct-18-2018,,,,Women and Girls,,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,GBV,Completed,tent to tent outreach: Socialization about WFS service tent,Oct-17-2018,Oct-18-2018,,,,"12 teenagers girls, boys 8 person, 7 woman,",,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,GBV,Completed,work plan and budget revision,Oct-17-2018,Oct-20-2018,,,,Women and Girls,,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,GBV,Completed,Outreach,Oct-22-2018,Oct-28-2018,,,,415 women and adolescent girls,,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Barat,Siranindi,WFS Mesjid Agung,Protection,GBV,Completed,Psychosocial support,Oct-22-2018,Oct-28-2018,,,,"40 adolescent girls, 55 women",,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Palu,Palu Barat,Balaroa and Sangurara,Balaroa,Protection,GBV,Completed,Outreach,Oct-22-2018,Oct-28-2018,,,,"53 adolescent girls, 140 women",,
01 Nov - 06 Nov 2018,YLIBU-KPKPST,UNFPA,National NGOs,Sigi,Marawola,Beka,,Protection,GBV,Completed,WFS Tent Establishment,Oct-19-2018,Oct-19-2018,,,,Women and Girls,,
01 Nov - 06 Nov 2018,YPII,Plan International,National NGOs,Palu,Ulujadi,Kabonena,Posko Kabonena,Health,Reproductive Health,Completed,Menstrual Hygiene Management Assessment,Oct-21-2018,Oct-23-2018,,,,"Adolescent girls, pregnant women, lactating mothers, women's group",,
01 Nov - 06 Nov 2018,YPII,Plan International,National NGOs,Palu,Ulujadi,Duyu,Posko Bantaya,Protection,GBV,Completed,Menstrual Hygiene Management Assessment,Oct-21-2018,Oct-23-2018,,,,"Adolescent girls, pregnant women, lactating mothers, women's group",,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Ulujadi,Kabonena,Posko Kabonena,WASH,Items Distribution,Completed,Distribution of hygiene kits and hygiene promotion,Oct-13-2018,Oct-13-2018,,87,87,262,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Ulujadi,Kabonena,Posko Kabonena,Protection,Child protection,Ongoing,Mobile Recreational activity,Oct-18-2018,Oct-18-2018,,,,children,80,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Ulujadi,Kabonena,Posko Kabonena,Protection,Child protection,Ongoing,Mobile Recreational activity,Oct-10-2018,Oct-30-2018,,,,children,60,
01 Nov - 06 Nov 2018,YPII,YPII (YPII),National NGOs,Palu,Ulujadi,KABONENA,POSKO KABONENA,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-13-2018,Oct-13-2018,,87,87,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Ulujadi,,,Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-21-2018,Oct-23-2018,,,,community and school,88,
01 Nov - 06 Nov 2018,YPII,Plan International,National NGOs,Palu,Tawaeli,Pantoloan,Posko Pantoloan,Protection,GBV,Completed,Menstrual Hygiene Management Assessment,Oct-21-2018,Oct-23-2018,,,,"Adolescent girls, pregnant women, lactating mothers, women's group",,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Tawaeli,Panau,Posko RW07,WASH,Items Distribution,Completed,Distribution of hygiene kits and hygiene promotion,Oct-12-2018,Oct-12-2018,,120,120,468,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Tawaeli,Panau,Posko RW06,WASH,Items Distribution,Completed,Distribution of hygiene kits and hygiene promotion,Oct-14-2018,Oct-14-2018,,87,87,135,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Tawaeli,Panau,Posko RW06,WASH,Items Distribution,Completed,Distribution of hygiene kits and hygiene promotion,Oct-18-2018,Oct-17-2018,,104,104,104,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Tawaeli,Pantoloan,Posko Pantoloan,WASH,Items Distribution,Completed,Distribution of hygiene kits and hygiene promotion,Oct-18-2018,Oct-30-2018,,154,154,154,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Tawaeli,Panau,Posko RW07 and RW 06,Protection,Child protection,Ongoing,Mobile Recreational activity,Oct-10-2018,Oct-30-2018,,,,children,50,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Tawaeli,Pantoloan,Posko Pantoloan,Protection,Child protection,Ongoing,Mobile Recreational activity,Oct-20-2018,Oct-30-2018,,,,children,31,
01 Nov - 06 Nov 2018,YPII,YPII (YPII),National NGOs,Palu,Tawaeli,PANAU,POSKO RW07,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-12-2018,Oct-12-2018,,120,120,,,
01 Nov - 06 Nov 2018,YPII,YPII (YPII),National NGOs,Palu,Tawaeli,PANTOLOAN,POSKO PANTOLAN,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-18-2018,Oct-18-2018,,154,154,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Tatanga,Duyu,Posko Bantaya,Protection,Child protection,Completed,Mobile Recreational activity,Oct-10-2018,Oct-30-2018,,,,children,57,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Tatanga,Duyu,Posko Bantaya,WASH,Items Distribution,Completed,Distribution of hygiene kits and hygiene promotion,Oct-12-2018,Oct-12-2018,,244,244,901,,
01 Nov - 06 Nov 2018,YPII,YPII (YPII),National NGOs,Palu,Tatanga,DUYU,POSKO BANTAYA,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-12-2018,Oct-12-2018,,244,244,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Palu Timur,,,Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-21-2018,Oct-23-2018,,,,community and school,88,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Palu selatan,,,Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-21-2018,Oct-23-2018,,,,community and school,88,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Palu Barat,,,Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-21-2018,Oct-23-2018,,,,community and school,88,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Palu,Palu Barat,Balaroa,Posko Tawanjuka,WASH,Items Distribution,Completed,Distribution of hygiene kits and hygiene promotion,Oct-11-2018,Oct-11-2018,,35,35,147,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Lindu,Puro'O,,WASH,Items Distribution,Planned,Distribution of hygiene kits,Nov-06-2018,Nov-06-2018,,TBC,263,General population,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Lindu,Langko,,WASH,Items Distribution,Planned,Distribution of hygiene kits,Nov-06-2018,Nov-06-2018,,TBC,181,General population,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Lindu,Tomado,,WASH,Items Distribution,Planned,Distribution of hygiene kits,Nov-06-2018,Nov-06-2018,,TBC,396,General population,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Lindu,Anca,,WASH,Items Distribution,Planned,Distribution of hygiene kits,Nov-06-2018,Nov-06-2018,,TBC,142,General population,,
01 Nov - 06 Nov 2018,YPII,YPII (YPII),National NGOs,Sigi,Lindu,,,NFI/Shelter,Darurat | Emergency,Unknown,,Nov-06-2018,Nov-06-2018,,,400,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,,,WASH,Items Distribution,Completed,Distribution of hygiene kits,Oct-21-2018,Oct-21-2018,,333,333,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Bolapapu,SD BK Kulawi,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Bolapapu,SDN Tangkulawi,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Bolapapu,SD INPRES 2 Bolapapu,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Namo,SD INPRES 3 Bolapapu,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Lonca,SD Inp Lonca,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Sungku,SD INPRES Sungku,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Boladangko,SD Negeri No. 1 Boladangko,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Sungku,SD NEGERI Watuwali,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Salua,MTS AL Khairaat Salua,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Kulawi,Toro,MI AL Khairaat Toro,Education,"TLS, education kit and training",Ongoing,"Semi-permanent classroom , School in a box, school kit and teachers training",Oct-31-2018,,,,,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Dolo Barat,"Pesaku, Mpanau, Loru","Pesaku, Mpanau, Loru",Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-23-2018,Oct-25-2018,,,,community and school,20,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Sigi,Dolo,Langaleso,Posko langaleso,Protection,Child protection,Completed,Mobile Recreational activity,Oct-18-2018,Oct-18-2018,,,,children,29,
01 Nov - 06 Nov 2018,YPII,YPII (YPII),National NGOs,Sigi,Dolo,LANGALESO,POSKO LANGALESO,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-11-2018,Oct-11-2018,,22,22,,,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Donggala,Banawa Selatan,Tosale,Posko Tosale KM 18,Protection,Child protection,Completed,Mobile Recreational activity,Oct-18-2018,Oct-18-2018,,,,children,21,
01 Nov - 06 Nov 2018,YPII,,National NGOs,Donggala,Banawa Selatan,"Boya, Lolita siburi, Gunung bale, loli saluran, kabonga besar, kabonga kecil, labuan bajo, tanjung batu, lalombi, maleni","Boya, Lolita siburi, Gunung bale, loli saluran, kabonga besar, kabonga kecil, labuan bajo, tanjung batu, lalombi, maleni",Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-23-2018,Oct-25-2018,,,,school and community,40,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Ulujadi,Fonggala kodi,,Health,Health,Completed,Waste Management,Oct-25-2018,Oct-25-2018,,,,Households,53,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Ulujadi,Tipo,Lapangan mister,Health,Health,Completed,Distribution of Mosquito net,Oct-22-2018,Oct-22-2018,,,,Households,57,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Ulujadi,Buluri,Posko RT 1 dan RW 1,WASH,WASH,Completed,Distribution of Family pack - Hygiene Kit,Oct-17-2018,Oct-17-2018,,,,Households,70,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Ulujadi,Donggala Kodi,Posko Donggala Kodi,WASH,WASH,Completed,Distribution of Family pack - Hygiene Kit,Oct-09-2018,Oct-09-2018,,,,Households,38,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Ulujadi,Kabonena,Posko Kabonena,WASH,WASH,Completed,Distribution of Family pack - Hygiene Kit,Oct-09-2018,Oct-09-2018,,,,Households,95,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Ulujadi,Tipo,Lapangan mister,WASH,WASH,Completed,Distribution of bucket kit,Oct-22-2018,Oct-22-2018,,,,Households,57,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Ulujadi,Tipo,Lapangan mister,WASH,WASH,Completed,Distribution of Family pack - Hygiene Kit,Oct-22-2018,Oct-22-2018,,,,Households,57,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),Yayasan Sayangi Tunas Cilik (YSTC),National NGOs,Palu,Ulujadi,BULURI,POSKO RT 1 DAN RW 1,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-05-2018,Oct-05-2018,,70,70,,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),Yayasan Sayangi Tunas Cilik (YSTC),National NGOs,Palu,Ulujadi,DONGGALA KODI,POSKO DONGGALA KODI,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-07-2018,Oct-07-2018,,38,38,,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),Yayasan Sayangi Tunas Cilik (YSTC),National NGOs,Palu,Ulujadi,KABONENA,POSKO KABONENA,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-09-2018,Oct-09-2018,,95,95,,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),Yayasan Sayangi Tunas Cilik (YSTC),National NGOs,Palu,Ulujadi,TIPO,LAPANGAN MISTER,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-09-2018,Oct-09-2018,,57,57,,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Tawaeli,Panau,,WASH,WASH,Ongoing,Water Distribution,Oct-25-2018,,,,,Households,142,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Tawaeli,Panau,,WASH,WASH,Ongoing,Water Distribution,Oct-25-2018,,,,,Households,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Palu,Tatanga,Palupi,,WASH,WASH,Ongoing,Water Distribution,Oct-25-2018,,,,,Households,42,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Tanantovea,Bale,,Education,TLS,Completed,TLS Set up,Oct-22-2018,Oct-22-2018,,,,Children,67,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Tanambulava,SIBALAYA SELATAN,Kantor Desa Sibaya Selatan,WASH,WASH,Completed,Distribution of Children pack - Hygiene kit,Oct-12-2018,Oct-12-2018,,,,Children,38,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Sigi,Tanambulava,SIBALAYA SELATAN,Kantor Desa Sibaya Selatan,WASH,WASH,Completed,Distribution of Family pack - Hygiene Kit,Oct-12-2018,Oct-12-2018,,,,Households,67,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),Yayasan Sayangi Tunas Cilik (YSTC),National NGOs,Sigi,Tanambulava,SIBALAYA SELATAN,KANTOR DESA SIBAYA SELATAN,NFI/Shelter,Darurat | Emergency,Unknown,,Oct-13-2018,Oct-13-2018,,67,2,,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Sirenja,Lande,SDN 1 Sirenja,Education,TLS,Completed,TLS Set up,Oct-16-2018,Oct-16-2018,,,,,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Sirenja,Sipi,SDN 16 Sirenja,Education,TLS,Completed,TLS Set up,Oct-17-2018,Oct-17-2018,,,,,,
01 Nov - 06 Nov 2018,Yayasan Sayangi Tunas Cilik (YSTC),,National NGOs,Donggala,Sirenja,Lendr induk,,WASH,WASH,Completed,Hygiene Promotion,Oct-26-2018,Oct-26-2018,,,,,36,
